0,1,2,3,4,5,6,7,8,9,10,11,12,13
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.99998,-0.9937636,-0.54907745,0.9759331,0.99999976,-0.995685,-0.9425462,0.99527246,-0.9892682,0.9863952,0.99994576,-0.35460332,-1.0,-0.99999976
0.9600133,0.9593676,0.9528393,0.999813,0.9987733,-0.9196052,0.88027143,-0.9291446,0.9991232,-0.9996778,0.1804545,0.9982291,-0.4901623,-0.99999994
1.0,1.0,1.0,0.9999998,-1.0,1.0,1.0,-0.9351312,0.8648182,-1.0,-0.9999996,1.0,1.0,-0.9999948
1.0,0.9988811,0.9999907,0.1766303,-0.9726792,0.99999976,1.0,-0.99999833,0.9999991,-1.0,-0.95371246,0.9998145,0.9997345,-1.0
0.9504087,1.0,1.0,1.0,-0.9999938,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.99999243,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.99994695,1.0,-1.0,1.0,0.9942603,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.86943555,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.9919114,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.99993426,0.9999391,0.999921,0.9993143,-0.89954245,-0.9537203,0.8676611,-0.99742657,0.9307159,-1.0,0.990539,0.9999999,0.9999999,-0.9999997
0.99802446,0.99993247,0.8688495,0.9747199,0.58555084,-0.9972626,0.9887825,-0.9999982,0.99985045,-0.9989843,0.99944276,0.9999949,0.58991784,-0.99999994
1.0,1.0,1.0,1.0,-0.8580187,1.0,1.0,-0.99975336,-0.95602316,-1.0,-0.99996245,1.0,0.99352854,-1.0
1.0,0.99996346,1.0,0.99987584,-0.9999991,0.9999999,1.0,-0.9900517,-0.9120283,-0.99999994,0.3411422,1.0,0.999984,-1.0
1.0,1.0,1.0,-0.99996114,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,-0.9999905,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,-0.7675104,0.999769,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.45702216,1.0,-1.0,0.7222507,-0.99770916,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.90103835,1.0,-1.0,1.0,0.98668444,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9999993,0.99999756,0.99983215,0.9999796,-0.59189385,0.71453995,0.5655778,-0.63146156,-0.47473696,-0.99873465,-0.95190954,0.9999529,0.92589355,-0.99999726
1.0,0.99896526,0.9963946,0.9908985,-0.49676466,0.8000182,-0.21538228,-0.99971396,0.99987537,0.8168644,-0.9999719,0.9827195,0.7946387,-0.9999997
1.0,0.9999996,0.9997699,0.99302185,-0.5149153,1.0,1.0,-1.0,-0.99999654,-1.0,-0.9853153,-0.88728297,0.9324041,-1.0
1.0,1.0,1.0,0.99999994,-0.9981519,0.99999976,1.0,0.99870867,-0.9986865,-1.0,-0.9999466,1.0,1.0,0.95483327
1.0,0.87156427,1.0,0.9999349,-0.37299606,1.0,1.0,0.9998438,-1.0,-1.0,-1.0,1.0,-0.9964505,-1.0
0.9999574,1.0,1.0,1.0,-0.5561705,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,-0.99999964,0.7508364,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.99999213,1.0,-1.0,1.0,0.9999995,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.99999976,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.9990546,0.9997057,0.39434275,0.9671728,0.9982476,-0.94653726,-0.64319867,-0.9999789,-0.9999941,0.98330843,0.9980554,0.9963381,-1.0,-0.9999993
0.99979764,0.99991816,0.99989694,0.9998443,-0.89723504,-0.96336955,-0.78332007,0.911636,-0.99957424,-1.0,-0.9977615,0.99997276,0.9740509,-0.99999315
0.9999996,-0.8839467,-0.9729232,0.7942383,0.99999976,0.9543763,0.9999678,-0.9754299,0.99994123,0.2354782,0.98515683,0.53120655,-0.99368525,-1.0
1.0,1.0,0.9998248,1.0,-0.61007816,0.9999993,1.0,0.2860753,-0.99975383,-1.0,-1.0,1.0,0.9999631,-0.99894494
1.0,0.9999998,1.0,0.026159754,-1.0,1.0,1.0,0.99969304,-1.0,-1.0,-0.9999999,1.0,0.99682325,-1.0
0.061962992,1.0,1.0,1.0,-0.9994526,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.99999994,1.0,-1.0,1.0,0.9999999,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.06913986,-0.84652126,0.12597865,0.040824838,0.990628,-0.9799186,-0.9992219,-0.92595464,-0.627085,-0.9984344,-0.95344055,0.97732365,0.8183522,-0.99999976
0.9999738,-0.18762228,0.9999215,0.999988,0.99506056,0.5364794,-0.86494017,0.9328023,0.8229483,-0.99999994,-0.99999666,0.97526747,0.95089686,-0.99999726
0.9999987,-0.9981686,-0.1157106,0.9999998,1.0,0.99999017,1.0,-0.9979794,1.0,-0.32487702,0.99999964,0.9892439,-1.0,-1.0
0.99999994,1.0,1.0,0.99999994,-0.9946996,1.0,1.0,-0.36880296,-1.0,-1.0,-0.99999994,1.0,1.0,-0.052011244
1.0,1.0,1.0,0.99843824,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.99999994,1.0
-1.0,1.0,1.0,1.0,0.9999907,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.9986802,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
0.96881807,-0.97687453,-0.4001617,0.99561435,0.9999952,0.04846659,-0.9023825,-0.40024942,0.9997465,0.97330445,0.9989782,0.9476893,0.5322625,-0.9999997
0.9999976,0.9999806,0.9999999,0.9999425,-0.98349977,0.8624476,0.3180487,-0.99998933,-0.9979984,-0.99999994,-0.9999945,0.9999432,-0.1835566,-0.999998
1.0,1.0,1.0,0.9999199,-0.9999999,0.99999964,1.0,-0.99869066,0.99937606,-1.0,-0.95267636,1.0,1.0,-1.0
1.0,0.99999976,1.0,0.9999977,-0.9999638,1.0,1.0,-0.9999728,-0.576135,-1.0,-0.9999959,1.0,0.99999654,-1.0
1.0,1.0,1.0,1.0,-0.99999756,1.0,1.0,0.9998321,-1.0,-1.0,-1.0,1.0,0.99856436,-0.9986327
1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.99804026
-1.0,1.0,1.0,1.0,1.0,1.0,0.9999953,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.9999991,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.62399435,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,-0.99864435,0.9880657,1.0,1.0,1.0,1.0,1.0,0.97478074
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9998326,0.99999994,0.9034517,0.9774489,-0.99668926,-0.9992962,0.713341,-0.99999845,-0.58676577,-0.9999706,0.99994856,1.0,0.99993753,-0.99999994
1.0,0.99585795,0.9995538,0.60450065,-0.9914219,0.4118352,-0.9163138,-0.9999998,0.99598664,-0.99963796,0.19780403,0.99999624,1.0,-0.99999464
1.0,0.9897956,0.9999997,0.9993456,0.1399421,0.9999869,1.0,0.36806685,0.9996214,-0.9993981,-0.99952066,0.9999874,0.99997544,-1.0
1.0,0.9999987,0.998717,1.0,0.99999917,1.0,1.0,-0.1484517,0.999995,-0.99984795,-0.9999618,1.0,0.9972585,-1.0
1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.9999979,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.9997684,1.0,-1.0,-0.99999994,-0.99999994,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-0.9976727,1.0,-1.0,1.0,0.8194433,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.9999412,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,-0.9998541,0.9764857,1.0,1.0,1.0,1.0,1.0,0.99999833
0.9783351,-0.92554384,0.9983052,-0.032568138,0.8905771,-0.73788863,-0.9882694,-0.99092174,0.28134856,-0.99986744,0.68068725,0.984241,0.9988222,-0.9999934
0.998611,0.9999075,0.9777712,0.9962417,-0.65596724,-0.97378266,-0.6677495,-0.3929665,-0.18672928,-0.99999994,0.89683414,0.9999987,0.9999986,-0.9999989
1.0,0.9999998,1.0,1.0,0.8788883,1.0,1.0,0.9166009,-0.54362637,-1.0,-1.0,0.99999845,0.026664373,-1.0
1.0,1.0,1.0,-0.8710503,-1.0,0.9999999,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
0.99999917,1.0,1.0,0.9999978,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-0.9999985,1.0,1.0,1.0,-1.0,-0.9818637,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.99998707,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9994857,0.99960744,0.8286728,0.99840146,0.97214675,-0.01043115,-0.8676772,-0.8499779,-0.8990919,0.3404746,-0.8598565,0.9902203,-0.99954134,-0.99999124
1.0,0.99999994,0.9223686,0.9904813,-0.7073622,0.99999887,1.0,-0.99997586,-0.039801065,-1.0,-0.91185045,0.9998974,0.9912071,-0.9999995
1.0,1.0,1.0,0.9996172,-1.0,0.99999636,1.0,-0.99999994,-0.9967764,-1.0,-0.99999994,1.0,1.0,-1.0
1.0,0.9609161,0.97928596,-0.9996717,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.18086134,-1.0
1.0,1.0,1.0,0.9815381,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.9999997,1.0,-1.0,-1.0,-0.99972266,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.99999994,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
